EEG_Delta,EEG_Theta,EEG_Alpha,EEG_Beta,EEG_Gamma,Motion_JointVelocity,Motion_JointAccel,Motion_Stability,Cognitive_TaskScore,Fused_FeatureScore,Neurocognitive_State
1.3734364040810325,3.1274666722403768,6.247501427296751,19.826314909452215,16.731489393993865,0.9034350405605556,1.3632085582368563,0.07087170065487358,4.786559890610709,5.868047429882275,2
3.332428641793715,2.7296749627348147,6.761053399245452,19.659198988496712,25.13508772164507,2.0181158526077585,1.3030558658746254,0.5981824455420024,40.78600255909134,6.202150314258653,2
2.5887794021587776,2.8551938149230134,2.079390569022685,16.907271558620593,17.82547737886267,0.903654135566806,2.224897904698589,0.26440429792964537,70.50345222633328,4.269662698695853,0
2.1354388462699245,5.938247818680289,5.712761275628031,14.891344431229964,10.27261104853649,4.826946752964993,2.0890411977507473,0.5276244568387078,22.687051633149412,4.865683315201592,1
0.6304633775042842,1.2005459570624124,9.707993927100706,13.66710575376627,29.448925818964046,4.132677421968127,2.516486717903959,0.5174610093842912,79.52870447972225,5.987897644199491,0
0.630381369143089,5.335157480612243,6.15225824103639,17.99152318066752,25.33281464417194,2.568347394604071,0.8248810455945371,0.9243543461938004,63.0779733104932,5.818086897614661,0
0.29748428137187816,3.893377042861967,7.4203381396716255,9.34159282429232,23.365534434794835,1.50621146745652,1.8676326782867845,0.5490832225687229,58.75617721497983,4.380505182918636,1
3.0449988956347798,3.1930770959479524,4.494910863335066,12.015218187273156,39.00905543854946,4.700547973624335,1.7970648776392761,0.5829984797183156,35.35488542043371,3.974181248660116,0
2.14379103992691,4.626288302075682,8.1919310252221,14.290849540497529,27.13597551888741,2.050684680771373,1.1722396515307973,0.4016531257643803,48.24514703811176,5.540815281933347,2
2.507446764506555,3.4333447071235144,8.183371855008922,11.167857138042367,35.90294733368154,1.2244299425931864,1.5095668715177748,0.9490796031828168,59.73493009778531,5.057603695041069,2
0.16998728060572832,5.367116190408303,6.170368381233112,11.41229681135402,14.183507086154805,3.034239748042797,1.0099682155866134,0.7771859094396096,47.24621139148905,4.430745692703126,0
3.397693497350781,5.503509320056293,9.80811058623371,9.954270012531266,27.07619389388283,4.746983541551672,0.5113487530892571,0.28540529030284156,69.831332394056,5.199862233619102,1
2.930304978721434,3.108604634367277,3.004401718101227,13.46347725026804,36.03938880192709,0.5172363072514516,0.7200235109219252,0.8442095857762321,43.36969331069596,3.89296696257131,2
0.8219529763061388,2.384138986175258,2.135581319116648,17.75861792022674,27.49317271839694,1.5715617946429943,0.40598957456348317,0.43239636018509,20.227318174203035,4.33955920633997,2
0.7182048885041421,3.961751642966811,8.161265694056768,8.022925670094693,31.540425343810046,4.723014381846834,2.0809017680513597,0.8286671435335939,21.393378280104724,4.282878405783002,2
0.7235753335016749,5.561816728083455,8.457244298919061,19.01649558130162,21.16130703436622,1.2698868508572292,2.0161094400165394,0.822888068293502,0.5803768842941093,6.506791150247625,0
1.1344236260624283,2.0533109450283327,2.96165783296461,15.336314806223445,12.773485511111998,1.0095955323791894,2.8567584775816313,0.1888701867628544,30.095771555867245,4.083821663154245,1
1.8841718675496086,4.114832917817414,4.124662663668849,17.34909819020045,23.737008853812142,3.06584247109912,2.2160673995769997,0.7011411313835769,74.89176404785196,5.072121955561016,1
1.5686130633831936,4.157801100462603,2.1404189069330313,13.342860389450175,21.834381725165727,4.378297204826735,0.2509329323927812,0.2906429693065311,79.41627088376096,3.607075156482533,2
1.0901790766733426,4.665565112076405,4.3464688862445175,16.692750521360953,36.01180547136842,2.6469941796226677,2.664311004393967,0.2974926699926682,20.246754209575002,4.762729566772805,0
2.1802998420560904,1.657838425636299,8.185134991349372,5.243005960092008,17.319859070574168,4.975539155080361,2.6017579725426048,0.29634807688058074,95.90439968714077,3.851124503860752,2
0.5742791262169422,4.579124823410442,6.1436842217006316,17.275706371693026,39.00202682605324,3.556272647920968,1.3856289302408262,0.7255682475599482,50.24027934801267,5.594081028404823,0
1.0932918050197418,5.545162603328205,4.784764745346305,5.602082886280498,38.74414359413488,0.8333370824470148,1.7990028465309724,0.22982604179253607,91.69787490185027,2.876904833924049,2
1.3456302671985518,1.8984155443512098,4.973914359250642,18.34870064544294,17.42894929214316,4.967744592568889,2.9306271641703048,0.0009058352460902253,70.67652818616311,5.374125188471488,1
1.6506379463379222,2.187716624619388,2.0108290057237452,19.87944120857965,20.441558664319615,2.3355240655108567,1.6436826551596821,0.7152368534826331,72.2433423022413,4.938914341036305,1
2.7695982687362464,5.856975470208198,4.398404220521887,9.411011932651668,36.86667222621655,1.7933114023046715,2.7254333022906603,0.17118474383512527,8.504362130607113,3.2614736878457458,1
0.7788908593384231,1.9048847635474488,7.171669933103444,8.154778344286905,38.99866662688322,3.010456326100485,0.34081239764954063,0.10448239530783465,21.999112689693067,3.8693504659190605,0
1.8483970906062794,5.271925466847896,9.793555550530858,16.48045045787061,23.30317308508132,1.8693841631938894,0.6540504192551803,0.23751612059406013,0.8814833294472635,6.284304430840533,0
2.1142095341309446,3.461389282240174,8.776486615871196,8.7953951138038,19.629911369226935,0.8890587820406854,1.3781893359798219,0.379900522322704,71.61276404767375,4.68284340412968,0
0.25793140324799224,2.2361553720158853,2.188759717164233,17.98343574758305,25.78282039754626,0.5064275438562953,1.7957947441781836,0.4759063274732007,34.443828842851,4.4518278166890735,0
2.1656524964648907,5.353749506362557,9.188484837398715,6.542638882362151,30.633076190972044,2.5231250881411804,2.467060770402121,0.04457004071263082,78.66525160763467,4.309982990657475,0
0.6797820205367912,3.2265262750133274,8.265587306389008,6.889327945690374,18.204235461249393,4.265885400019665,2.965960133915242,0.9705733326273605,33.893621993702624,4.153337313561358,2
0.3211754161499504,3.574086769648451,8.243008988567844,19.687273326509235,32.09419523857218,3.0754183353353444,1.2276693397749376,0.7160630534195581,81.93337522988611,6.799370098245771,1
3.326210826661333,2.7961668469988283,5.663966072028572,15.10758347405007,11.549720713439232,4.996432845245484,0.2375053448062463,0.32319406532433614,13.0698253748313,4.8245548056079475,0
3.383148912453502,3.9647542571746373,5.184042343636023,17.703308366434293,11.478834782932493,1.7908099054123998,2.423397359556442,0.31869725728539733,17.33731567575082,5.211625774861997,2
2.8485509835959677,1.8176193629251138,4.423325830665541,9.86494066027277,21.588631154366357,1.762047791420249,1.8527040853401435,0.4485425493684594,34.08765395839365,3.4919573530030896,1
1.1356868151894604,2.9554076832588034,2.525558871634926,15.147256242809066,20.604195761821618,1.2188725710527488,0.6757742907177848,0.626244822763033,40.84873888822733,4.034914091269579,2
0.4320851876217051,5.847061611676438,3.825882907949593,13.913627409628958,19.46899646101457,1.2382861471940083,1.5350025242021186,0.14637306658896776,34.87028108429784,4.064375810881357,1
2.4263922901413335,2.2906671635056375,3.972829079824197,14.047251801844205,24.7305928800673,1.7833396820452152,2.2526997120478005,0.18892981376495233,76.36470325232199,4.268179156826057,0
1.5965184787146445,4.283683322706461,5.872616557681613,15.237986893065823,19.62200746934714,4.067780203730872,2.334194182499067,0.8594345828335509,9.695139262671471,5.010354680272373,1
0.514929998472248,2.6259503211234745,7.979555252773552,13.630387596936478,15.767737554042757,4.575905557864015,1.5488933947964099,0.25625492388907256,35.12170196384881,5.276560185888722,1
1.7836014943783187,4.867365628433003,5.790478627183573,11.43593553953999,19.284086472658025,4.887892263684566,0.9851221373736915,0.38019499797517753,83.72399995154593,4.351541695512743,0
0.21692097179174255,1.6543683035917491,2.462755595577285,9.138840415708202,39.247128184307044,1.545303443434037,2.9238534879116314,0.871271850950117,6.679707726217199,2.7608882551835006,0
3.191689367067859,5.849105225392724,9.66231840790563,16.52871996369803,22.333402509845456,4.465838955263413,2.023751571773829,0.6631478293998225,94.23435076713574,6.619772133292667,0
0.9798519374400575,3.2689477069181962,9.541794552752897,8.394086450047793,23.34138330575007,1.9771479017480167,1.2838888061042664,0.34171187934168834,98.63168422720129,4.9055930843853695,0
2.3525757668035387,2.18025231673232,8.281516345187267,15.385314592316213,27.2963496985342,1.0077824503259798,0.913343350193492,0.6836995457246208,8.856817382508009,5.724828183311872,1
1.1598176587039972,1.3674837366500632,9.930623212513765,8.499992339739899,39.5002230524268,4.415112164840745,2.2201986507103304,0.01968321538141371,29.127252225573695,4.7705038314551125,1
1.8682312720045569,1.8487895254377036,6.355858662402103,14.379952549316808,17.24803829307289,3.3624753558962834,0.8023319922219263,0.7356426600113652,37.24006660353562,5.041596840396873,0
1.9588149497671508,3.598869742780088,9.702146802025648,16.206174006935434,30.438463315973014,1.2412890323647778,0.5979589680236956,0.4870160405162395,77.6391368652726,6.482199460693847,1
0.7285051487867918,2.6850158821564314,2.604840324934006,8.280708333598088,31.479540806251723,2.4342406588085117,1.6365182779900038,0.8131821472844613,59.59268121167338,2.779008237291732,1
3.3965877343994992,5.144416829413047,4.9254459860909705,5.8991495129196245,28.219732503791978,1.7926596269468045,0.9409634386680114,0.9546376520064683,64.43657004925673,3.04170093896028,0
